concept,xpath,frequency
"dataTable_attributeList_attribute_methods_methodStep_description_section_para_literalLayout","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/para/literalLayout",1
"abstract_section_para_orderedlist","/eml/dataset/abstract/section/para/orderedlist",1
"additionalInfo_para_itemizedlist","/eml/dataset/additionalInfo/para/itemizedlist",1
"additionalInfo_para_ulink","/eml/dataset/additionalInfo/para/ulink",1
"abstract_section_para_itemizedlist","/eml/dataset/abstract/section/para/itemizedlist",1
"spatialVector_methods_methodStep_description_section_para_orderedlist","/eml/dataset/spatialVector/methods/methodStep/description/section/para/orderedlist",1
"spatialVector_methods_methodStep_description_section_para_orderedlist_listitem","/eml/dataset/spatialVector/methods/methodStep/description/section/para/orderedlist/listitem",1
"spatialVector_methods_methodStep_description_section_para_orderedlist_listitem_para","/eml/dataset/spatialVector/methods/methodStep/description/section/para/orderedlist/listitem/para",1
"dataTable_attributeList_attribute_methods_methodStep_description_para_superscript","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/para/superscript",1
"intellectualRights_section_para_emphasis","/eml/dataset/intellectualRights/section/para/emphasis",1
"methods_sampling_samplingDescription_para_ulink","/eml/dataset/methods/sampling/samplingDescription/para/ulink",1
"methods_methodStep_description_section_para_ulink_citetitle","/eml/dataset/methods/methodStep/description/section/para/ulink/citetitle",1
"spatialVector_additionalInfo_section_para_itemizedlist_listitem","/eml/dataset/spatialVector/additionalInfo/section/para/itemizedlist/listitem",1
"spatialVector_additionalInfo_section_para_itemizedlist","/eml/dataset/spatialVector/additionalInfo/section/para/itemizedlist",1
"dataTable_methods_sampling_samplingDescription_para_ulink","/eml/dataset/dataTable/methods/sampling/samplingDescription/para/ulink",1
"_eml_access_allow_permission","/eml/access/allow/permission",14326
"dataTable_physical_distribution_access_allow_permission","/eml/dataset/dataTable/physical/distribution/access/allow/permission",5519
"otherEntity_physical_distribution_access_allow_permission","/eml/dataset/otherEntity/physical/distribution/access/allow/permission",2404
"spatialVector_physical_distribution_access_allow_permission","/eml/dataset/spatialVector/physical/distribution/access/allow/permission",126
"spatialRaster_physical_distribution_access_allow_permission","/eml/dataset/spatialRaster/physical/distribution/access/allow/permission",74
"dataTable_physical_distribution_access_deny_permission","/eml/dataset/dataTable/physical/distribution/access/deny/permission",11
"contact_phone","/eml/dataset/contact/phone",13408
"project_personnel_phone","/eml/dataset/project/personnel/phone",9145
"creator_phone","/eml/dataset/creator/phone",7659
"associatedParty_phone","/eml/dataset/associatedParty/phone",5157
"metadataProvider_phone","/eml/dataset/metadataProvider/phone",4309
"publisher_phone","/eml/dataset/publisher/phone",3819
"project_relatedProject_personnel_phone","/eml/dataset/project/relatedProject/personnel/phone",3113
"methods_methodStep_dataSource_creator_phone","/eml/dataset/methods/methodStep/dataSource/creator/phone",390
"methods_methodStep_dataSource_contact_phone","/eml/dataset/methods/methodStep/dataSource/contact/phone",255
"methods_sampling_citation_creator_phone","/eml/dataset/methods/sampling/citation/creator/phone",2
"methods_sampling_citation_contact_phone","/eml/dataset/methods/sampling/citation/contact/phone",2
"methods_methodStep_protocol_creator_phone","/eml/dataset/methods/methodStep/protocol/creator/phone",2
"methods_methodStep_citation_creator_phone","/eml/dataset/methods/methodStep/citation/creator/phone",2
"methods_methodStep_citation_contact_phone","/eml/dataset/methods/methodStep/citation/contact/phone",2
"methods_methodStep_citation_article_publisher_phone","/eml/dataset/methods/methodStep/citation/article/publisher/phone",1
"methods_sampling_citation_article_publisher_phone","/eml/dataset/methods/sampling/citation/article/publisher/phone",1
"contact_positionName","/eml/dataset/contact/positionName",8103
"project_personnel_positionName","/eml/dataset/project/personnel/positionName",2141
"creator_positionName","/eml/dataset/creator/positionName",1724
"associatedParty_positionName","/eml/dataset/associatedParty/positionName",873
"metadataProvider_positionName","/eml/dataset/metadataProvider/positionName",670
"methods_methodStep_dataSource_contact_positionName","/eml/dataset/methods/methodStep/dataSource/contact/positionName",212
"methods_methodStep_dataSource_creator_positionName","/eml/dataset/methods/methodStep/dataSource/creator/positionName",157
"methods_methodStep_protocol_creator_positionName","/eml/dataset/methods/methodStep/protocol/creator/positionName",91
"project_relatedProject_personnel_positionName","/eml/dataset/project/relatedProject/personnel/positionName",44
"publisher_positionName","/eml/dataset/publisher/positionName",24
"methods_sampling_citation_creator_positionName","/eml/dataset/methods/sampling/citation/creator/positionName",2
"methods_methodStep_citation_creator_positionName","/eml/dataset/methods/methodStep/citation/creator/positionName",2
"methods_methodStep_citation_contact_positionName","/eml/dataset/methods/methodStep/citation/contact/positionName",1
"methods_sampling_citation_contact_positionName","/eml/dataset/methods/sampling/citation/contact/positionName",1
"contact_address_postalCode","/eml/dataset/contact/address/postalCode",9915
"creator_address_postalCode","/eml/dataset/creator/address/postalCode",9572
"project_personnel_address_postalCode","/eml/dataset/project/personnel/address/postalCode",6856
"associatedParty_address_postalCode","/eml/dataset/associatedParty/address/postalCode",4217
"metadataProvider_address_postalCode","/eml/dataset/metadataProvider/address/postalCode",3114
"publisher_address_postalCode","/eml/dataset/publisher/address/postalCode",3015
"project_relatedProject_personnel_address_postalCode","/eml/dataset/project/relatedProject/personnel/address/postalCode",1601
"dataTable_methods_methodStep_software_creator_address_postalCode","/eml/dataset/dataTable/methods/methodStep/software/creator/address/postalCode",880
"dataTable_methods_methodStep_software_associatedParty_address_postalCode","/eml/dataset/dataTable/methods/methodStep/software/associatedParty/address/postalCode",880
"methods_methodStep_dataSource_creator_address_postalCode","/eml/dataset/methods/methodStep/dataSource/creator/address/postalCode",324
"methods_methodStep_dataSource_contact_address_postalCode","/eml/dataset/methods/methodStep/dataSource/contact/address/postalCode",253
"project_designDescription_citation_book_publisher_address_postalCode","/eml/dataset/project/designDescription/citation/book/publisher/address/postalCode",11
"project_designDescription_citation_creator_address_postalCode","/eml/dataset/project/designDescription/citation/creator/address/postalCode",11
"methods_methodStep_protocol_creator_address_postalCode","/eml/dataset/methods/methodStep/protocol/creator/address/postalCode",4
"spatialVector_methods_methodStep_dataSource_creator_address_postalCode","/eml/dataset/spatialVector/methods/methodStep/dataSource/creator/address/postalCode",3
"spatialVector_methods_methodStep_dataSource_contact_address_postalCode","/eml/dataset/spatialVector/methods/methodStep/dataSource/contact/address/postalCode",3
"methods_sampling_citation_creator_address_postalCode","/eml/dataset/methods/sampling/citation/creator/address/postalCode",2
"methods_methodStep_citation_creator_address_postalCode","/eml/dataset/methods/methodStep/citation/creator/address/postalCode",2
"methods_methodStep_software_creator_address_postalCode","/eml/dataset/methods/methodStep/software/creator/address/postalCode",1
"methods_sampling_citation_contact_address_postalCode","/eml/dataset/methods/sampling/citation/contact/address/postalCode",1
"methods_methodStep_citation_contact_address_postalCode","/eml/dataset/methods/methodStep/citation/contact/address/postalCode",1
"methods_methodStep_software_associatedParty_address_postalCode","/eml/dataset/methods/methodStep/software/associatedParty/address/postalCode",1
"_eml_access_allow_principal","/eml/access/allow/principal",14195
"dataTable_physical_distribution_access_allow_principal","/eml/dataset/dataTable/physical/distribution/access/allow/principal",5515
"otherEntity_physical_distribution_access_allow_principal","/eml/dataset/otherEntity/physical/distribution/access/allow/principal",2404
"spatialVector_physical_distribution_access_allow_principal","/eml/dataset/spatialVector/physical/distribution/access/allow/principal",126
"spatialRaster_physical_distribution_access_allow_principal","/eml/dataset/spatialRaster/physical/distribution/access/allow/principal",74
"dataTable_physical_distribution_access_deny_principal","/eml/dataset/dataTable/physical/distribution/access/deny/principal",11
"pubDate","/eml/dataset/pubDate",6748
"methods_methodStep_citation_pubDate","/eml/dataset/methods/methodStep/citation/pubDate",597
"methods_methodStep_dataSource_pubDate","/eml/dataset/methods/methodStep/dataSource/pubDate",14
"methods_methodStep_protocol_pubDate","/eml/dataset/methods/methodStep/protocol/pubDate",6
"_eml_additionalMetadata_metadata_citation_pubDate","/eml/additionalMetadata/metadata/citation/pubDate",2
"methods_methodStep_software_pubDate","/eml/dataset/methods/methodStep/software/pubDate",2
"dataTable_physical_dataFormat_textFormat_simpleDelimited_quoteCharacter","/eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter",5043
"otherEntity_physical_dataFormat_textFormat_simpleDelimited_quoteCharacter","/eml/dataset/otherEntity/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter",153
"spatialVector_physical_dataFormat_textFormat_simpleDelimited_quoteCharacter","/eml/dataset/spatialVector/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter",1
"dataTable_physical_dataFormat_textFormat_recordDelimiter","/eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter",10463
"otherEntity_physical_dataFormat_textFormat_recordDelimiter","/eml/dataset/otherEntity/physical/dataFormat/textFormat/recordDelimiter",154
"spatialVector_physical_dataFormat_textFormat_recordDelimiter","/eml/dataset/spatialVector/physical/dataFormat/textFormat/recordDelimiter",2
"project_personnel_role","/eml/dataset/project/personnel/role",11553
"associatedParty_role","/eml/dataset/associatedParty/role",9646
"project_relatedProject_personnel_role","/eml/dataset/project/relatedProject/personnel/role",1982
"dataTable_methods_methodStep_software_associatedParty_role","/eml/dataset/dataTable/methods/methodStep/software/associatedParty/role",880
"methods_methodStep_software_associatedParty_role","/eml/dataset/methods/methodStep/software/associatedParty/role",1
"dataTable_physical_size","/eml/dataset/dataTable/physical/size",7207
"otherEntity_physical_size","/eml/dataset/otherEntity/physical/size",2346
"spatialVector_physical_size","/eml/dataset/spatialVector/physical/size",46
"spatialRaster_physical_size","/eml/dataset/spatialRaster/physical/size",19
"methods_sampling_studyExtent_coverage_geographicCoverage_boundingCoordinates_southBoundingCoordinate","/eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate",21700
"coverage_geographicCoverage_boundingCoordinates_southBoundingCoordinate","/eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate",14598
"methods_sampling_spatialSamplingUnits_coverage_boundingCoordinates_southBoundingCoordinate","/eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/southBoundingCoordinate",8290
"project_studyAreaDescription_coverage_geographicCoverage_boundingCoordinates_southBoundingCoordinate","/eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate",750
"dataTable_coverage_geographicCoverage_boundingCoordinates_southBoundingCoordinate","/eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate",475
"project_relatedProject_studyAreaDescription_coverage_geographicCoverage_boundingCoordinates_southBoundingCoordinate","/eml/dataset/project/relatedProject/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate",393
"spatialRaster_coverage_geographicCoverage_boundingCoordinates_southBoundingCoordinate","/eml/dataset/spatialRaster/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate",103
"spatialVector_coverage_geographicCoverage_boundingCoordinates_southBoundingCoordinate","/eml/dataset/spatialVector/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate",86
"dataTable_attributeList_attribute_measurementScale_ratio_unit_standardUnit","/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit",54053
"dataTable_attributeList_attribute_measurementScale_interval_unit_standardUnit","/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/standardUnit",11741
"spatialVector_attributeList_attribute_measurementScale_ratio_unit_standardUnit","/eml/dataset/spatialVector/attributeList/attribute/measurementScale/ratio/unit/standardUnit",994
"spatialRaster_attributeList_attribute_measurementScale_interval_unit_standardUnit","/eml/dataset/spatialRaster/attributeList/attribute/measurementScale/interval/unit/standardUnit",323
"spatialRaster_attributeList_attribute_measurementScale_ratio_unit_standardUnit","/eml/dataset/spatialRaster/attributeList/attribute/measurementScale/ratio/unit/standardUnit",313
"spatialVector_attributeList_attribute_measurementScale_interval_unit_standardUnit","/eml/dataset/spatialVector/attributeList/attribute/measurementScale/interval/unit/standardUnit",23
"dataTable_attributeList_attribute_storageType","/eml/dataset/dataTable/attributeList/attribute/storageType",125159
"spatialVector_attributeList_attribute_storageType","/eml/dataset/spatialVector/attributeList/attribute/storageType",4698
"spatialRaster_attributeList_attribute_storageType","/eml/dataset/spatialRaster/attributeList/attribute/storageType",1174
"creator_individualName_surName","/eml/dataset/creator/individualName/surName",11633
"project_personnel_individualName_surName","/eml/dataset/project/personnel/individualName/surName",11341
"associatedParty_individualName_surName","/eml/dataset/associatedParty/individualName/surName",9568
"contact_individualName_surName","/eml/dataset/contact/individualName/surName",3645
"project_relatedProject_personnel_individualName_surName","/eml/dataset/project/relatedProject/personnel/individualName/surName",1982
"methods_methodStep_citation_creator_individualName_surName","/eml/dataset/methods/methodStep/citation/creator/individualName/surName",1366
"dataTable_methods_methodStep_software_creator_individualName_surName","/eml/dataset/dataTable/methods/methodStep/software/creator/individualName/surName",880
"methods_methodStep_protocol_creator_individualName_surName","/eml/dataset/methods/methodStep/protocol/creator/individualName/surName",615
"metadataProvider_individualName_surName","/eml/dataset/metadataProvider/individualName/surName",577
"methods_methodStep_dataSource_creator_individualName_surName","/eml/dataset/methods/methodStep/dataSource/creator/individualName/surName",448
"publisher_individualName_surName","/eml/dataset/publisher/individualName/surName",251
"methods_methodStep_dataSource_contact_individualName_surName","/eml/dataset/methods/methodStep/dataSource/contact/individualName/surName",237
"methods_methodStep_citation_chapter_editor_individualName_surName","/eml/dataset/methods/methodStep/citation/chapter/editor/individualName/surName",34
"_eml_additionalMetadata_metadata_citation_creator_individualName_surName","/eml/additionalMetadata/metadata/citation/creator/individualName/surName",13
"methods_methodStep_software_creator_individualName_surName","/eml/dataset/methods/methodStep/software/creator/individualName/surName",10
"dataTable_methods_methodStep_protocol_creator_individualName_surName","/eml/dataset/dataTable/methods/methodStep/protocol/creator/individualName/surName",8
"methods_sampling_citation_creator_individualName_surName","/eml/dataset/methods/sampling/citation/creator/individualName/surName",2
"methods_qualityControl_software_creator_individualName_surName","/eml/dataset/methods/qualityControl/software/creator/individualName/surName",2
"coverage_taxonomicCoverage_taxonomicSystem_identifierName_individualName_surName","/eml/dataset/coverage/taxonomicCoverage/taxonomicSystem/identifierName/individualName/surName",2
"coverage_taxonomicCoverage_taxonomicSystem_classificationSystem_classificationSystemCitation_creator_individualName_surName","/eml/dataset/coverage/taxonomicCoverage/taxonomicSystem/classificationSystem/classificationSystemCitation/creator/individualName/surName",1
"title","/eml/dataset/title",6838
"intellectualRights_section_title","/eml/dataset/intellectualRights/section/title",6627
"methods_methodStep_description_section_title","/eml/dataset/methods/methodStep/description/section/title",5961
"project_title","/eml/dataset/project/title",3426
"otherEntity_methods_methodStep_description_section_title","/eml/dataset/otherEntity/methods/methodStep/description/section/title",3355
"methods_sampling_samplingDescription_section_title","/eml/dataset/methods/sampling/samplingDescription/section/title",1631
"maintenance_description_section_title","/eml/dataset/maintenance/description/section/title",1147
"dataTable_methods_methodStep_software_title","/eml/dataset/dataTable/methods/methodStep/software/title",883
"methods_methodStep_protocol_title","/eml/dataset/methods/methodStep/protocol/title",860
"project_relatedProject_title","/eml/dataset/project/relatedProject/title",741
"methods_methodStep_citation_title","/eml/dataset/methods/methodStep/citation/title",609
"additionalInfo_section_title","/eml/dataset/additionalInfo/section/title",449
"methods_methodStep_dataSource_title","/eml/dataset/methods/methodStep/dataSource/title",284
"abstract_section_title","/eml/dataset/abstract/section/title",224
"otherEntity_additionalInfo_section_title","/eml/dataset/otherEntity/additionalInfo/section/title",168
"intellectualRights_section_section_title","/eml/dataset/intellectualRights/section/section/title",112
"methods_methodStep_description_section_section_title","/eml/dataset/methods/methodStep/description/section/section/title",94
"title_value","/eml/dataset/title/value",70
"dataTable_methods_methodStep_description_section_title","/eml/dataset/dataTable/methods/methodStep/description/section/title",57
"dataTable_additionalInfo_section_title","/eml/dataset/dataTable/additionalInfo/section/title",52
"spatialVector_attributeList_attribute_measurementScale_nominal_nonNumericDomain_enumeratedDomain_externalCodeSet_citation_title","/eml/dataset/spatialVector/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/externalCodeSet/citation/title",35
"spatialVector_methods_methodStep_description_section_title","/eml/dataset/spatialVector/methods/methodStep/description/section/title",19
"project_designDescription_citation_title","/eml/dataset/project/designDescription/citation/title",11
"methods_methodStep_software_additionalInfo_section_title","/eml/dataset/methods/methodStep/software/additionalInfo/section/title",9
"spatialVector_methods_methodStep_dataSource_title","/eml/dataset/spatialVector/methods/methodStep/dataSource/title",9
"methods_methodStep_software_title","/eml/dataset/methods/methodStep/software/title",8
"methods_qualityControl_description_section_title","/eml/dataset/methods/qualityControl/description/section/title",8
"dataTable_methods_methodStep_protocol_title","/eml/dataset/dataTable/methods/methodStep/protocol/title",8
"dataTable_methods_methodStep_description_section_section_title","/eml/dataset/dataTable/methods/methodStep/description/section/section/title",4
"methods_methodStep_description_section_section_section_title","/eml/dataset/methods/methodStep/description/section/section/section/title",4
"coverage_taxonomicCoverage_taxonomicSystem_classificationSystem_classificationSystemCitation_title","/eml/dataset/coverage/taxonomicCoverage/taxonomicSystem/classificationSystem/classificationSystemCitation/title",3
"_eml_additionalMetadata_metadata_citation_title","/eml/additionalMetadata/metadata/citation/title",2
"dataTable_attributeList_attribute_methods_methodStep_description_section_section_title","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/section/title",2
"methods_qualityControl_software_title","/eml/dataset/methods/qualityControl/software/title",2
"spatialVector_additionalInfo_section_title","/eml/dataset/spatialVector/additionalInfo/section/title",2
"purpose_section_para_ulink_citetitle","/eml/dataset/purpose/section/para/ulink/citetitle",1
"dataTable_methods_methodStep_description_section_section_section_title","/eml/dataset/dataTable/methods/methodStep/description/section/section/section/title",1
"dataTable_attributeList_attribute_methods_methodStep_description_section_title","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/title",1
"methods_methodStep_description_section_para_ulink_citetitle","/eml/dataset/methods/methodStep/description/section/para/ulink/citetitle",1
"methods_sampling_citation_title","/eml/dataset/methods/sampling/citation/title",1
"dataTable_physical_distribution_online_url","/eml/dataset/dataTable/physical/distribution/online/url",10524
"distribution_online_url","/eml/dataset/distribution/online/url",5484
"otherEntity_physical_distribution_online_url","/eml/dataset/otherEntity/physical/distribution/online/url",3903
"dataTable_methods_methodStep_software_implementation_distribution_online_url","/eml/dataset/dataTable/methods/methodStep/software/implementation/distribution/online/url",883
"methods_methodStep_protocol_distribution_online_url","/eml/dataset/methods/methodStep/protocol/distribution/online/url",765
"_eml_additionalMetadata_metadata_additionalLinks_url","/eml/additionalMetadata/metadata/additionalLinks/url",705
"spatialRaster_physical_distribution_online_url","/eml/dataset/spatialRaster/physical/distribution/online/url",534
"spatialVector_physical_distribution_online_url","/eml/dataset/spatialVector/physical/distribution/online/url",476
"methods_methodStep_dataSource_distribution_online_url","/eml/dataset/methods/methodStep/dataSource/distribution/online/url",251
"project_designDescription_citation_distribution_online_url","/eml/dataset/project/designDescription/citation/distribution/online/url",11
"methods_methodStep_citation_distribution_online_url","/eml/dataset/methods/methodStep/citation/distribution/online/url",9
"methods_methodStep_software_implementation_distribution_online_url","/eml/dataset/methods/methodStep/software/implementation/distribution/online/url",8
"dataTable_methods_methodStep_protocol_distribution_online_url","/eml/dataset/dataTable/methods/methodStep/protocol/distribution/online/url",8
"_eml_additionalMetadata_metadata_additionalLinks_additionalLinks_url","/eml/additionalMetadata/metadata/additionalLinks/additionalLinks/url",4
"methods_methodStep_software_distribution_online_url","/eml/dataset/methods/methodStep/software/distribution/online/url",1
"methods_sampling_citation_distribution_online_url","/eml/dataset/methods/sampling/citation/distribution/online/url",1
"creator_userId","/eml/dataset/creator/userId",2041
"project_personnel_userId","/eml/dataset/project/personnel/userId",786
"contact_userId","/eml/dataset/contact/userId",666
"associatedParty_userId","/eml/dataset/associatedParty/userId",358
"project_relatedProject_personnel_userId","/eml/dataset/project/relatedProject/personnel/userId",123
"methods_methodStep_dataSource_creator_userId","/eml/dataset/methods/methodStep/dataSource/creator/userId",95
"metadataProvider_userId","/eml/dataset/metadataProvider/userId",37
"methods_methodStep_dataSource_contact_userId","/eml/dataset/methods/methodStep/dataSource/contact/userId",8
"methods_sampling_studyExtent_coverage_geographicCoverage_boundingCoordinates_westBoundingCoordinate","/eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate",21700
"coverage_geographicCoverage_boundingCoordinates_westBoundingCoordinate","/eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate",14598
"methods_sampling_spatialSamplingUnits_coverage_boundingCoordinates_westBoundingCoordinate","/eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/westBoundingCoordinate",8290
"project_studyAreaDescription_coverage_geographicCoverage_boundingCoordinates_westBoundingCoordinate","/eml/dataset/project/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate",750
"dataTable_coverage_geographicCoverage_boundingCoordinates_westBoundingCoordinate","/eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate",475
"project_relatedProject_studyAreaDescription_coverage_geographicCoverage_boundingCoordinates_westBoundingCoordinate","/eml/dataset/project/relatedProject/studyAreaDescription/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate",393
"spatialRaster_coverage_geographicCoverage_boundingCoordinates_westBoundingCoordinate","/eml/dataset/spatialRaster/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate",103
"spatialVector_coverage_geographicCoverage_boundingCoordinates_westBoundingCoordinate","/eml/dataset/spatialVector/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate",86
